created_at;;full_text;lang;username
Mon May 13 05:49:36 +0000 2024;;Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/0xka2ejOCE;in;mr139819
Mon May 13 05:49:34 +0000 2024;;Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/CXDTbnmGdM;in;KiranaHart32
Mon May 13 05:49:32 +0000 2024;;Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/qbFqp6hHV7;in;KeishaPran7
Mon May 13 05:49:26 +0000 2024;;Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/b98CnJgi2a;in;FarahKiranw4
Mon May 13 05:49:22 +0000 2024;;Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/hLZCP4rMDk;in;MalikaDara6
Mon May 13 05:49:17 +0000 2024;;Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/LymKV37ORT;in;CintaSutrisn22
Mon May 13 05:49:13 +0000 2024;;Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/e3zbglWIFZ;in;AriaBel20
Mon May 13 05:49:08 +0000 2024;;Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/7l0RAUrQ22;in;lindandyn
Mon May 13 05:49:04 +0000 2024;;Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/8bUqcI0bj6;in;mochaji1_
Mon May 13 05:49:00 +0000 2024;;Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/e4VTz8yCa3;in;reynaldifahar
Mon May 13 05:48:55 +0000 2024;;@bengkeldodo @bang_aim600 @B_Hendratmo1 @ariefbudiawan7 @are_inismyname @AndreasSolusi @bankmandiri @florieliciouss @Bank_Joee_ @TerataiVe_02 @abang_regar Angka stunting tinggi Jokowi hampir 10 tahun ngapain aja? Bangun IKN ? KA cepat? Hasilnya cuma stunt;in;wandavlt_
Mon May 13 05:48:50 +0000 2024;;@DokterTifa Biarkan aj jokowi dan konconya yg pindah ke ikn Dia emang pinter lho karna sbntr lg dia gk akan memikirkan keruwetan ikn karna dia kan mau sbs masa jabatanya smpe oktbr;in;ichamrs15
Mon May 13 05:48:46 +0000 2024;;Jakarta https://t.co/LfLfuhjMHc - Presiden terpilih Prabowo Subianto kembali menegaskan sikap dan komitmennya untuk mendukung dan melanjutkan pemindahan ibu kota ke Ibu Kota Nusantara (IKN).;in;randypermanaa12
Mon May 13 05:48:41 +0000 2024;;Wawancara Dengan Media Timur Tengah Prabowo Subianto Tegaskan Komitmen Untuk Lanjutkan Pembangunan IKN https://t.co/BNaaNDMOfG;in;gabriellatumiw
Mon May 13 05:48:38 +0000 2024;;@detikcom Sementara itu IKN dibangun bermegah-megah. Asli dzolim banget penguasa.;in;ellacindiya
Mon May 13 05:48:33 +0000 2024;;daripada bangun rumah mewah buat pejabat di IKN;in;shabrinaluna89
Mon May 13 05:48:28 +0000 2024;;@foredeliw ak pindah ke ikn;in;vansehaveronica
Mon May 13 05:48:26 +0000 2024;;@DokterTifa Ikn cuma Kompesnsasi dari pulau reklamasi yg dihentikan anies.;in;ninazatulinaa12
Mon May 13 05:48:21 +0000 2024;;@ArdieSuhardi321 Sedih lihatnya. Itu tidak beda jauh dengan genosida yang sedang terjadi di Rempang Riau Tunyuan Kalsel PIK dan BSD Banten IKN Kalimantan dan masih banyak tempat lagi yang belum muncul di media. Yang muncul di media hanyalah puncak gunung ;in;vennyamaria
Mon May 13 05:47:16 +0000 2024;;Pokoknya itu IKN pasti ditunda aja.;in;Moh_Jupri
Mon May 13 05:46:58 +0000 2024;;Prabowo Wawancara Eksklusif dengan Al Jazeera Tegaskan Dukungan untuk Kelanjutan Pembangunan IKN https://t.co/EjSinerz9a;in;sangglow
Mon May 13 05:45:11 +0000 2024;;@fajarnugros IKN kurang visioner apa? ;in;Muhamma48288841
Mon May 13 05:45:10 +0000 2024;;@detikcom Makan tu ikn;in;Muhamma48288841
Mon May 13 05:45:09 +0000 2024;;Prabowo Tegaskan Dukungan untuk Kelanjutan Pembangunan IKN Saat Wawancara dengan Al Jazeera https://t.co/eIufCJ2Vsg;in;Muhamma48288841
Mon May 13 05:45:09 +0000 2024;;@wahyuhidayatSTR @detikcom Dananya kalau buat Tol bandara sama IKN gimana mau buat jalan. Tuh lihat solo dananya paling banyak padahal daerah terpencil masih banyak yg membutuhkan.;in;Muhamma48288841
Mon May 13 05:42:28 +0000 2024;;https://t.co/2A5tVM2hS3 Presiden RI terpilih periode 2024-2029 Prabowo Subianto kembali menegaskan dukungan serta komitmennya untuk melanjutkan kebijakan pembangunan Ibu Kota Nusantara (IKN) yang digagas oleh Presiden Joko Widodo (Jokowi).;in;NantheraDwi
Mon May 13 05:42:14 +0000 2024;;Wawancara dengan Al Jazeera Prabowo Tegaskan Dukungan untuk Kelanjutan Pembangunan IKN https://t.co/rXYkZymKVH;in;tearsafterain
Mon May 13 05:41:35 +0000 2024;;@DoankWarto Ikn udah setengah jadi dimana sulit nya di implementasi.;in;tobeyicrumbs
Mon May 13 05:40:49 +0000 2024;;@cinggaro @PraEquilibrium wowo aja ogah ngantor di IKN gibby ogah ngurusin maksi gratis...kompak darimana nya ya?;in;dragoeinside
Mon May 13 05:40:07 +0000 2024;;loh kan semua duitnya dipake buat rumah pejabat di ikn dan hilirisasi ntuh;in;TrioKwekKwek555
Mon May 13 05:39:05 +0000 2024;;kungker ke IKN saja mas...gratis https://t.co/uYNZ1D1xvq;in;vexcalabran
Mon May 13 05:38:49 +0000 2024;;@DokterTifa Atau jangan IKN hanya sebagai bahan perdebatan untuk masyarakat??sehingga ada yg lebih penting terlupakan/tak terawasi ;in;jumaani_nashra
Mon May 13 05:38:42 +0000 2024;;IKN Hebat https://t.co/uaIjJ57R3A;in;ariza8888
Mon May 13 05:38:36 +0000 2024;;IKN Bawa dampak Baik Bagi Indonesia https://t.co/ud1XO2zv6n;in;YuliusCh4ndr4
Mon May 13 05:23:04 +0000 2024;;@masreyhaan @fakegojek0607 @detikcom Lah kalau dana buat Pemda diambil buat bikin jalan tol bandara dan IKN. Gimana Pemda mau punya dana buat bikin jalan biasa nasional. Contoh Lampung kemarin sampai disidak sama pusat ternyata memang permasalahannya Dana;in;Granny_2277
Mon May 13 05:22:40 +0000 2024;;@plumbinq Loh indonesia kan cuma jawa + ikn;in;ViderYC
Mon May 13 05:22:06 +0000 2024;;Giliran buat bikin rumah pejabat IKN bisa habis bermiliar-miliar. Giliran bikin cold chain supply buat nelayan sulit...;in;Granny_2277
Mon May 13 05:22:00 +0000 2024;;@never_alonely malu2in institusi..dipindah saja ke IKN bersama sayuran;in;Granny_2277
Mon May 13 05:21:59 +0000 2024;;@DokterTifa IKN cuma buat cerita doang kali;in;Granny_2277
Mon May 13 05:21:37 +0000 2024;;Pembangunan IKN dapat Meningkatkan Kesejahteraan Masyarakat Indonesia!! https://t.co/I3LhzXMkqF;in;Thieryaryadi
Mon May 13 05:21:26 +0000 2024;;IKN Nusantara Menjadi Titik Bangkit Menuju Negara Maju dan Sejahtera!! https://t.co/2m3gy7lEvK;in;mitzuo
Mon May 13 05:20:02 +0000 2024;;@MafiaWasit @KemenPU Contoh konkret.. IKN yg bikin semua sembako skarang apa2 mahal... Perdaran uang di masyarakat berkurang.. Rakyat miskin bodoh apa2 mahal... Lengkap sudah negara ga jelas ini.. Ya kan pak?? @jokowi;in;sanvyeon
Mon May 13 05:19:23 +0000 2024;;Mari Kita Dukung Pembangunan IKN Nusantara!! https://t.co/k00YM1asNT;in;MasboyK
Mon May 13 05:18:40 +0000 2024;;@ubsansfess karna subsidinya buat bangun ikn buat indonesia emas 2069;in;Jasril41964263
Mon May 13 05:18:37 +0000 2024;;heheh pemerintah lbh enak ngurus ikn dibanding ngurus yg beginian;in;CiciAngsa2
Mon May 13 05:18:11 +0000 2024;;betullll chuuakksss menyala abangkuhh ;in;CiciAngsa2
Mon May 13 05:17:59 +0000 2024;;@sun_berry33 @collegemenfess Halo boleh bangettt;in;ViderYC
Mon May 13 05:16:23 +0000 2024;;Pembangunan istana dan kantor presiden di IKN Rampung Juni 2024 https://t.co/xldjDLTkgD;in;buburtadiaduk
Mon May 13 05:15:14 +0000 2024;;IKN keren Kalimantan keren ayo Kalimantan jangan dukung yg menghentikan IKN Kalimantan adalah mercusuar Indonesia di masa depan #IKN #IbuKotaNusantara #Indonesia #Kalimantan https://t.co/oUdebfDsst;in;sinuninuu
Mon May 13 05:14:53 +0000 2024;;Uji Coba transportasi dicanangkan otorota IKN pada juli 2024 https://t.co/8klPOT4Ha7;in;MasboyK
Mon May 13 05:14:00 +0000 2024;;@consensual2323 Di ikn?;in;Orieangon
Mon May 13 05:13:57 +0000 2024;;Otorita IKN Bekali UMKM Dalam Menyediakan Pangan Siap Saji. Casemiro PO Bus Geby BUMN menit Aurora Subang https://t.co/SmeoGKHIRo;in;gungaia
Mon May 13 05:13:27 +0000 2024;;Presiden RI terpilih periode 2024-2029 Prabowo Subianto kembali menegaskan dukungan serta komitmennya untuk melanjutkan kebijakan pembangunan Ibu Kota Nusantara (IKN) yang digagas oleh Presiden Joko Widodo (Jokowi). Hal tersebut disampaikan Prabowo saat melakukan wawancara https://t.co/l4JzRjgxym;in;gungaia
Mon May 13 05:13:26 +0000 2024;;Sebelum 17 Agustus 2024 Tol IKN Tersambung Tol Balikpapan-Samarinda Geby PO Bus menit Subang Aurora Man United BUMN https://t.co/OGLhOhhVVc;in;BukhariSiregar
Mon May 13 05:13:11 +0000 2024;;Pembangunan Rusun ASN di IKN SMK Lingga Kencana Depok Geby Aurora Subang PO Bus https://t.co/euLS4AeeuS;in;gungaia
Mon May 13 05:13:01 +0000 2024;;Pembangunan PSSI Training Center Di IKN Ditarget Tuntas Juli 2024. Geby SMK Lingga Kencana Depok PO Bus menit Subang BUMN https://t.co/oa6yW4QmBy;in;kikagakuwoyo
Mon May 13 05:12:27 +0000 2024;;Inilah Sumber Air IKN Yang Bisa Langsung Diminum Dari Keran SMK Lingga Kencana Depok Geby PO Bus Subang menit https://t.co/uM3eqRPJjA;in;tetehmina_
Mon May 13 05:11:36 +0000 2024;;@DokterTifa Status Jakarta sudah bukan ibukota negara. Tapi IKN Penajam belum siap huni. Pejabat menimbang setengah hati.;in;ikn0wu_
Mon May 13 05:10:00 +0000 2024;;Kemarin dana yg dipake buat bangun patung di IKN berapa milyar si ? Kayaknya lebih penting untuk memperbaiki masalah faskes deh;in;ikn0wu_
Mon May 13 05:08:27 +0000 2024;;@DokterTifa kamu aja ke ikn @naddsalsaa;in;SatuNusantara3
Mon May 13 05:07:49 +0000 2024;;yaa Allah astaghfirullahaladzim infrastruktur vital macam jalan mulus transum sama faskes harusnya dijadiin prioritas buat dibangun lebih dulu tapi duitnya malah lari ke IKN buat bangun rumah mewah mentri titipan hasil kesepakatan politik balas budi (ga semua but mostly);in;P0stMedia
Mon May 13 05:07:27 +0000 2024;;@Nagashima_007 @BBerizik @blantik_pedhet2 Kalo gak laku sekalian saja IKN nya dijual mayan buat bekal hr tua;in;SatuNusantara3
Mon May 13 05:04:28 +0000 2024;;@iqbal_farabi Gk ngerti juga.. ikn entar jelek juga orang2 itu tetap cinta dengan para pejabat yg bikin ikn ;in;NotLofigirll
Mon May 13 05:04:01 +0000 2024;;Otorita IKN Apresiasi Kearifan Lokal dan Dukungan Masyarakat Lokal Kalimantan. SMK Lingga Kencana Depok Geby Aurora Subang PO Bus BUMN https://t.co/Rjy5ZD8wZi;in;AkifahMasyita
Mon May 13 05:04:00 +0000 2024;;Perkantoran di IKN Nusantara Terapkan Konsep Green Building #IKNNusantara #IKN #IbuKotaNegara https://t.co/LsoCHqBgfo;in;dekade_08
Mon May 13 05:03:48 +0000 2024;;@alxdrevan @small_mofo_Mk2 Ngurek di ikn kapan lagi liat pns biasa di kota tetiba ngurek belut;in;AkifahAlshara
Mon May 13 05:03:22 +0000 2024;;Pembangunan Rusun ASN di IKN PO Bus menit Aurora Tong Tji Garnacho Casemiro Man United https://t.co/bFeeYvWwoY;in;zelmahelensia
Mon May 13 05:03:09 +0000 2024;;Inilah Sumber Air IKN Yang Bisa Langsung Diminum Dari Keran Fuji Geby menit PO Bus SMK Lingga Kencana Depok Tong Tji https://t.co/eLAalHhE8Q;in;AkifahHayani
Mon May 13 05:02:56 +0000 2024;;@DokterTifa Klu IKN gagal tangkap siapa penggagasnya krn telah menghamburkan uang negara yg dipinjam yg mengakibatkan banyak rakyat yg menderita.;in;HelensiaMazzani
Mon May 13 05:02:50 +0000 2024;;@ummuibnrizq @LebahBorneoR @DokterTifa Orang2 di Jawa dikurangin biar pindah ikn. Kalo udh lumayan lega cina2 yg ganti penuhin lahan subur Jawa;in;kiladeug
Mon May 13 05:01:06 +0000 2024;;@untungruci @68Supriyono @DokterTifa Bener sih pendidikan kita kurang. Masih banyak orang goblok yang ga ngerti efek jangka panjang IKN.;in;ManunggalBayu
Mon May 13 05:01:04 +0000 2024;;@ikram_adja ya kalo yg bertempat tinggal disana PNS dan org2 kaya ya 0 stunting. yg miskin2 taroh di luar ikn;in;iamsuricruisee
Mon May 13 04:59:35 +0000 2024;;@ARSIPAJA sebenernya gak perlu naikin pajak bbm listrik dll buat bayar utang IKN sama KCIC. cukup kalian para pejabat korupsinya dikurangi dikiiiiit aja. yang biasanya korupsi triliunan tolong cukup milyaran saja. itu sudah limayan ngurangi beban negara.;in;tokoregal
Mon May 13 04:59:31 +0000 2024;;https://t.co/qjkwY19SLf PPU Satgas Ops Nusantara Polda Kaltim melaksanakan patroli sambang kamtibmas serta pengamanan di beberapa titik penting di kawasan Ibu Kota Negara (IKN). Senin (13/05/24). https://t.co/qYytG1Ps8x;in;DadangSuhe99641
Mon May 13 04:59:11 +0000 2024;;@geloraco Kalo pembangunan ikn dikhawatirkan korbankan anggaran pendidikan ga?;in;lilmewmew93
Mon May 13 04:58:59 +0000 2024;;@tvOneNews Buat bayar utang KCIC IKN dan bansos;in;ZefanaHelensia
Mon May 13 04:58:02 +0000 2024;;@DokterTifa Pdhal sy pribadi mrka segera hengkang dr jkt dok pindah sono k republik IKN..ya buat kakak tertualah..;in;IndoSentrisID
Mon May 13 04:57:48 +0000 2024;;@detikcom Akses jalan yg buruk. Fasilitas kesehatan kurang. yakkk duit pajak kita cuma dipake buat bangun IKN sama beli rubicon.;in;zeronol0
Mon May 13 04:57:23 +0000 2024;;@PakarINTELek Model gini cocok ke ikn bareng gerombolan 02 dan wiwi bisa bikin negara sendiri aja. Netizen yg waras rela kok;in;Hayanisesilia
Mon May 13 04:56:59 +0000 2024;;@sen69ama IKN JAYA JAYA!;in;gilangkebelet
Mon May 13 04:56:42 +0000 2024;;@DokterTifa @gibran_tweet Nasibmu suul samsul ikn batal wkwk;in;Irwanto97175258
Mon May 13 04:56:31 +0000 2024;;@DokterTifa IKN akan ditinggali oleh owi beserta keluarga dan kroni2nya proyek pencitraan tuk mendapatkan korupsi yg sebesar besarnya.;in;SantaiAjaKek
Mon May 13 04:55:47 +0000 2024;;@T0M5helby Rakyat lebih membutuhkan sembako murah pajak murah dari pada IKN;in;lolipedofin
Mon May 13 04:55:44 +0000 2024;;@DokterTifa Usul PRESIDEN CLUB aja diberi tempat tinggal di IKN;in;we_yeswecan
Mon May 13 04:55:32 +0000 2024;;Setiap Penduduk yang Berencana Menikah di IKN Harus Dilakukan Pemeriksaan https://t.co/EXOI5tE8cx;in;kolektorGMC
Mon May 13 04:55:28 +0000 2024;;@arddhe @el_avraham Ikn ya masa depan Indonesia lah ekonomi Indonesia yg 60 % dari pulau Jawa akan bergeser ke pulau Kalimantan 30 thn mendatang kesejahteraan rata di seluruh indonesia.;in;Poldakaltim
Mon May 13 04:54:51 +0000 2024;;@DokterTifa kan IKN bukan untuk indonesia tapi untuk rakyat singapura dan cina;in;simpatisanPKS
Mon May 13 04:53:20 +0000 2024;;@AsqaQaqa @txtdarikalsel Jalan2 ke Balikpapan atau ke IKN mampir di Halangan/Tabalong;in;bebas_175
Mon May 13 04:51:55 +0000 2024;;@DokterTifa Enak di Ikn..di Ikn gak akan ada yg datang demo...jadi gak perlu lari kekandang itik...;in;RantaMiss
Mon May 13 04:51:20 +0000 2024;;@BuddhisGL @GlHindu Om Bud jangan lawan orang yg ahli garis menggaris ingat dulu juga ada yg narik garis 2 titik antara Beijing dan IKN katanya lurus banget.;in;Adith1188
Mon May 13 04:49:56 +0000 2024;;ya Allah yg spt ini pemimpin lalai IKN jadi tidak akan ada lagi jalan yg buruk;in;Blue_oceanan
Mon May 13 04:49:48 +0000 2024;;@detikcom MANA PENJILAT IKN KERETA CEPAT ;in;monyetpensiun
Mon May 13 04:49:40 +0000 2024;;@MichelAdam7__ Kok dana IKN gak disebut? kata BAP tempo..dana ini jg bakal disabotase..tpi tunggu mukidi lengser dulu..;in;matimunapster
Mon May 13 04:47:49 +0000 2024;;@NenkMonica Dahh terjadi di IKN..silahkan cek sendiri tiap hari (pagi) dibandara sepingan Balikpapan...kata mahasiswa: Indonesia baik2 saja;in;Irwanto97175258
Mon May 13 04:45:42 +0000 2024;;@DokterTifa Kelihatan kotornya pikiran mereka cuma mau ngeruk keuntungan dari proyek IKN yg akan dinikmati turun menurun sampai dunia kiamat.;in;Awandiatassana
Mon May 13 04:43:36 +0000 2024;;65% IKN akan tetap jadi hutan https://t.co/qPaEaCj0uB;in;woqie2
Mon May 13 04:41:19 +0000 2024;;@ARSIPAJA Buat biaya IKN karena investor luar pada ogah. Kenapa pada ogah? Ya karena pemerintahnya sendiri wkwkwkwk;in;madura_sinergi
Mon May 13 04:40:23 +0000 2024;;@DokterTifa Ikn nggo singkek;in;Thieryaryadi
Mon May 13 04:39:16 +0000 2024;;@DokterTifa Cocok kalo cawapres saja yg ngantor di IKN sangat tepat;in;DoddyarjunaM
Mon May 13 04:36:02 +0000 2024;;@detikcom IKN bikin rakyat susah;in;adieskyman
Mon May 13 04:34:12 +0000 2024;;Destinasi Wisata Gua Tapak Raja Pesona Tersembunyi di Dekat IKN https://t.co/WCkDbOvqIX;in;ccff7feb0f6847e
Mon May 13 04:33:35 +0000 2024;;@abangbelneg Kami warga Denpasar akan mengawal pembangunan IKN #IKNNusantara;in;Alminsulim
Mon May 13 04:33:03 +0000 2024;;@MlayuTerus @DokterTifa Riweh bikin IKN mending buat kesejahteraan rakyat dlm pendidikan n ekonomi;in;mush4r
Mon May 13 04:30:40 +0000 2024;;IKN Majukan Indonesia https://t.co/nNUDgTMVtm;in;EvonyKing173810
Mon May 13 04:29:54 +0000 2024;;IKN Majukan Indonesia https://t.co/Bc8PXedh3p;in;Legislator75
Mon May 13 04:29:09 +0000 2024;;Langkah pengaturan kependudukan ini juga sejalan dengan upaya pencegahan stunting di wilayah IKN. https://t.co/f07cUVhDOH;in;BelengFull
Mon May 13 04:26:46 +0000 2024;;Ini salah satu kendalanya pak @prabowo tolong jgn fokus kesana(IKN) juga. Pentingkan yg sedang membutuhkan hal utama. Seperti ibu hamil ini;in;darusmoch
Mon May 13 04:26:20 +0000 2024;;@DokterTifa IKN di khususkan para pendatang dr Chino...;in;SatuNusantara3
Mon May 13 04:25:37 +0000 2024;;@__AnakKolong @Sagita81774027 Bukan kah IKN itu salah satu mimpi Sukarno yg di wujudkan oleh permitah Jokowi ?;in;TrinaryHelix
Mon May 13 04:25:18 +0000 2024;;Telan Dana Rp4 2 Triliun Bandara VVIP IKN Hanya untuk Melayani Tamu Penting Negara Rakyat Tak Bisa https://t.co/iN9emey1ES https://t.co/iN9emey1ES;in;idris_suanda
Mon May 13 04:25:09 +0000 2024;;@T0M5helby Paling2 mangkrak tuh IKN sama makan siang gretong;in;untungruci
Mon May 13 04:24:58 +0000 2024;;@Al_Kauther01 Mending ikn di hapus aja. Itu baru mending.;in;muz1qa
Mon May 13 04:24:11 +0000 2024;;@hamas191 Pas kali la itu pqkai topi capin di IKN;in;tajukflores
Mon May 13 04:23:33 +0000 2024;;@abangbelneg Semoga IKN Nusantara dapat mewujudkan harapan masyarakat Indonesia #PindahIbuKota;in;DwiFebriii
Mon May 13 04:23:27 +0000 2024;;@abangbelneg Dukungan terhadap IKN menunjukkan bahwa masyarakat Indonesia memiliki keinginan untuk mengubah nasib bangsa dan mencapai kemajuan yang lebih baik. #IKNNusantara;in;ElidaGhoza89792
Mon May 13 04:23:20 +0000 2024;;@abangbelneg IKN Nusantara akan memperkuat ketahanan ekonomi dan mengurangi ketergantungan impor baja. #IbuKotaNegara;in;AhmadAhlan10
Mon May 13 04:23:19 +0000 2024;;@abangbelneg pembangunan IKN akan melibatkan masyarakat sekitar Kal;in;AhmadAhlan10
Mon May 13 04:22:03 +0000 2024;;@detikcom Sabar bu uang negara sedang fokus membangun IKN demi kemajuan bangsa dan negara ini.;in;detikfinance
Mon May 13 04:22:03 +0000 2024;;Indonesia Akan Menjadi Yang Pertama Memiliki Gedung Tertinggi di Asia Tenggara dan Akan dibangun di IKN #idgmunvsars Arteta Reece James Subang Sumatera Barat jisung Morningg Menit Kereta Amad https://t.co/IJnZnaO01p;in;GarudaVsNaga
Mon May 13 04:21:56 +0000 2024;;@DokterTifa Biaya IKN lebih tepat untuk pendidikan;in;ependibm
Mon May 13 04:21:01 +0000 2024;;Indonesia Akan Menjadi Yang Pertama Memiliki Gedung Tertinggi di Asia Tenggara dan Akan dibangun di IKN #idgmunvsars Arteta Reece James Subang Sumatera Barat jisung Morningg Menit Kereta Amad https://t.co/VBvtO3JGKr;in;Chodhoc9
Mon May 13 04:20:58 +0000 2024;;Jokowi memberikan insentif tol khusus bagi Anda yang ingin merayakan HUR RI di IKN. #idgmunvsars Arteta Reece James Subang Sumatera Barat jisung Morningg Menit Kereta Amad https://t.co/hQV789vbUH;in;posaktualcom
Mon May 13 04:20:25 +0000 2024;;Jokowi memberikan insentif tol khusus bagi Anda yang ingin merayakan HUR RI di IKN. #idgmunvsars Arteta Reece James Subang Sumatera Barat jisung Morningg Menit Kereta Amad https://t.co/KNcF9cyavV;in;joopi_and
Mon May 13 04:18:14 +0000 2024;;Jokowi jamin IKN Nusantara bebas banjir 100 tahun. #idgmunvsars Arteta Reece James Subang Sumatera Barat jisung Morningg Menit Kereta Amad https://t.co/77zmNThUL9;in;imiss_your_gaze
Mon May 13 04:17:15 +0000 2024;;Jokowi jamin IKN Nusantara bebas banjir 100 tahun. #idgmunvsars Arteta Reece James Subang Sumatera Barat jisung Morningg Menit Kereta Amad https://t.co/KZcbYA7GAa;in;Sanas99292362
Mon May 13 04:15:34 +0000 2024;;@abangbelneg IKN Nusantara akan meningkatkan daya saing Indonesia di kancah global. #IbuKotaNegara;in;zairaarini
Mon May 13 04:15:30 +0000 2024;;@abangbelneg Kami warga Surabaya akan mengawal pembangunan IKN #IKNNusantara;in;dnrahma4
Mon May 13 04:15:27 +0000 2024;;@68Supriyono @DokterTifa Lebih baik anggaran IKN untuk pendidikan akan jauh lebih bermanfaat dan demi kemajuan bangsa;in;maikeljuhan
Mon May 13 04:15:25 +0000 2024;;@abangbelneg Dukungan terhadap IKN menunjukkan bahwa masyarakat Indonesia memiliki keinginan untuk mengubah nasib bangsa dan mencapai kemajuan yang lebih baik. #IbuKotaNegara;in;ajojo000
Mon May 13 04:15:06 +0000 2024;;Karpet merah buat investor di IKN bisa dapat HGB hingga 160 tahun Tenggo SMK Lingga Kencana Depok PO Bus mneit https://t.co/pjWYTDwyt7;in;fachmiza
Mon May 13 04:15:03 +0000 2024;;@abu_waras Ongkos makan dan susu gratis terlalu mahal apalagi buat ongkos pindah kos ke lahan taipan di IKN dan utang kereta cepat. Belum lagi buat persiapan bansos periode selanjutnya.;in;rendra17046
Mon May 13 04:14:57 +0000 2024;;Kerja berkaitan dengan IKN Kerja berkaitan dengan IQN ;in;untungruci
Mon May 13 04:14:53 +0000 2024;;@DokterTifa IKN kemungkinan besar akan mangkrak sia sia;in;RizkyAziz1201
Mon May 13 04:14:37 +0000 2024;;OIKN dan BKKBN berkolaborasi untuk turunkan stunting di IKN Nusantara SMK Lingga Kencana Depok Tsunami Fuji renjun Geby menit aurora Tong Tji Galasin OBnya klaim hadiahmu kumpulkan poin Subang https://t.co/Y604x1xoOu;in;TiariHasni
Mon May 13 04:14:24 +0000 2024;;@dearidarma @AdityaAkbar_ Masih lancaran sinyal di sana ketimbang IKN kayaknya;in;HalidaSyavira
Mon May 13 04:14:11 +0000 2024;;Membuktikan kembali ikn emang gak perlu banget modalnya bisa dipake yg lain. Wdym rumah menteri puluhan milyar ;in;ginaakbar38
Mon May 13 04:13:54 +0000 2024;;@abangbelneg IKN dinilai sebagai upaya yang tepat untuk merangkul seluruh potensi yang dimiliki oleh Indonesia dan memanfaatkannya secara maksimal. #IbuKotaNegara;in;JuneAsri
Mon May 13 04:13:22 +0000 2024;;Dermaga Logistik IKN Jadi Pintu Masuk Pasokan Material Pembangunan Ibu Kota Nusantara #jatimdamai Tsunami Fuji #PrayForSumbar Tong Tji PO Bus Arsenal #MUNARS Old Trafford https://t.co/IYWqBHyF9B;in;NLazfus
Mon May 13 04:13:20 +0000 2024;;@DokterTifa IKN buat TAMAN WISATA HUTAN bu dokter ;in;dnrahma4
Mon May 13 04:13:19 +0000 2024;;Kalo urusan pantau memantau atau tekan menekan warga belajar saja ke negeri Tiongkok... dari memantau anak main game kapan mulai dan stop main https://t.co/9BPQlnc7qa Langkah pengaturan kependudukan ini juga sejalan dengan upaya pencegahan stunting di wilayah IKN.;in;untungruci
Mon May 13 04:13:19 +0000 2024;;Dermaga Logistik IKN Jadi Pintu Masuk Pasokan Material Pembangunan Ibu Kota Nusantara #jatimdamai Tsunami Fuji #PrayForSumbar Tong Tji PO Bus Arsenal #MUNARS Old Trafford https://t.co/Gho7rOhNqy;in;dzikr_a
Mon May 13 04:11:47 +0000 2024;;@Nagashima_007 @BBerizik @blantik_pedhet2 IKN itu proyek bagi bagi jabatan Proyek bagi bagi kekayaan negara &amp;in;PutriHalim94630
Mon May 13 04:08:42 +0000 2024;;@Ngadinopanser IKN lbh mengerikan;in;satunusa185593
Mon May 13 04:06:26 +0000 2024;;Daripada buang duit buat IKN Daripada buang duit bikin berhala Dan daripada halu mau buat taxi terbang KENAPA gk terlebih dahulu benerin aja jalanan rusak kayak gini dan bikin faskes merata di seluruh pelosok Indonesia????;in;ehloworld
Mon May 13 04:04:37 +0000 2024;;@ZayneBaddie Kalo gitu aku sambut dengan sepenuh hati. Aku tunggu di IKN ;in;untungruci
Mon May 13 04:02:46 +0000 2024;;@FransAlosius IKN juga tak akan jalan. Prabowo pasti prioritas pikirannya dan programnya bukan pikiran Jokowi dan program Jokowi;in;wanti_sarah
Mon May 13 04:02:14 +0000 2024;;Pemerintahan Jokowi bebaskan PPN kendaraan listrik domestik terdaftar di IKN SMK Lingga Kencana Depok Tsunami Fuji renjun Geby menit aurora Tong Tji Galasin OBnya klaim hadiahmu kumpulkan poin https://t.co/acTG1Ilx6U;in;armyramadhan
Mon May 13 04:01:57 +0000 2024;;IKN Nusantara🇮🇩;in;sujimprod
Mon May 13 03:57:57 +0000 2024;;Ikut Investasi di IKN Intip Gurita Bisnis Sukanto Tanoto https://t.co/M3kOD52YUy;in;MaghribMenanti
Mon May 13 03:57:55 +0000 2024;;@DokterTifa Tapi rakyat disekitar ikn diusir...!!!??;in;Getar_nasional
Mon May 13 03:57:26 +0000 2024;;Wawancara dengan Al Jazeera Prabowo Tegaskan Dukungan untuk Kelanjutan Pembangunan IKN https://t.co/TP1T6lny7Z;in;PrasojoDid60912
Mon May 13 03:56:10 +0000 2024;;Otorita: Agar Tak Semrawut Laju Penduduk di IKN Akan Dikendalikan https://t.co/VOj3ZXnBWa;in;ganafmargi
