created_at;;full_text;lang;username
Mon May 13 23:55:37 +0000 2024;;@DokterTifa @gibran_tweet Betul sekali cocoknya Gibran ngantor sj di IKN selama 5 thn tuk terusin Proyek Bpknya. Skalian Bersih Di IKN;in;Indra_MXX
Mon May 13 23:54:25 +0000 2024;;IKN SUDAH MERUSAK CACING &amp;in;aiiptu
Mon May 13 23:54:06 +0000 2024;;Aneh bgt ajg mimpi gue kali ini gue dideketin cowo tp cowo ny tbtb kabur trs ganti tempat gue sm nasywa lg di hpk (tmpt tinggal gue di ikn) trs tbtb rubuh ajg gue masi di dlm sm nasywa pas keluar berubah jd rumah gue yg rubuh jir gatauny lg percobaan ngebom warga caribbean ajg;in;Rahadi240987455
Mon May 13 23:52:36 +0000 2024;;@riegosee Mantap IKN;in;berber134
Mon May 13 23:52:20 +0000 2024;;@DokterTifa @gibran_tweet Bagaimanapun fasilitas ketehatan terbaik ada di Jakarrta. Seandainya presiden berkantor di IKN trus malam² ada serangan struk maka aoa yang akan terjadi???;in;Tatarori80
Mon May 13 23:51:32 +0000 2024;;@RadenNingrat99 @liaasister Ga peduli boss misinya cuma IKN yg bakal jadi negara dalam negara;in;edi_pad
Mon May 13 23:48:10 +0000 2024;;@CV_KP_Mandiri IKN jadi thn 2045 kenapa ogah-ogahan belum tentu tahun segitu masih jadi anggota DPR. Mungkin sebagian udah wafat ;in;riegosee
Mon May 13 23:46:49 +0000 2024;;Otorita Ibu Kota Nusantara (OIKN) memfasilitasi 12 lembaga dan masyarakat adat dalam penyelenggaraan Ritual Adat Dayak dan Paser sebagai bentuk restu leluhur untuk pembangunan IKN di Kalimantan agar lancar dan aman Liverpool PS 2 Arsenal PO Bus 6 Milyar Hadiah Gratis Cileunyi https://t.co/oWdXq7i9si;in;saszhimii
Mon May 13 23:41:04 +0000 2024;;Menteri PUPR Basuki memastikan Jalan Tol Ibu Kota Nusantara (IKN) akan terhubung dengan Jalan Tol Balikpapan-Samarinda (Balsam) tepatnya di KM 8 Kariangau sebelum 17 Agustus 2024. Liverpool PS 2 Arsenal PO Bus 6 Milyar Hadiah Gratis Cileunyi https://t.co/TgKDT22zmF;in;NusantaraJaya26
Mon May 13 23:39:41 +0000 2024;;@democrazymedia Bukan hanya tidak mau ngantor di IKN makan siang gratis dan mayoritas janji kampanye mangkrak namun dia akan banyak copy paste &amp;in;parewamalam
Mon May 13 23:39:31 +0000 2024;;@Najazi731 @liaasister Simpel negara berkembang itu butuh investor case IKN agar indo ga utang luar negeri. Masalah investor bebas pajak itu namanya fasilitas di cikarang kawasan industri itu barang semua pajaknya ga bayar alias ditangguhkan karena tujuan;in;Savvytrader6
Mon May 13 23:38:25 +0000 2024;;((((yauda ikut IKN aja gpp)))) (((((kamu ngusir aku??)))))) (((((((((hahahahaha)))))))));in;inong911
Mon May 13 23:38:17 +0000 2024;;Wkwkwkwkkw IKN bae bae dikasih ujian banjir bandang;in;riegosee
Mon May 13 23:36:20 +0000 2024;;Dari awal sdh kontroversi pembangunan IKN yg ngak urgent cm cari bacakan buat modal pilpres sptnya?;in;riegosee
Mon May 13 23:33:00 +0000 2024;;Jadi ikn utk para taipan??;in;purplejjiin
Mon May 13 23:31:30 +0000 2024;;@democrazymedia Ikn untuk imigran tiongkok;in;MasJJBram
Mon May 13 23:30:54 +0000 2024;;Upaya Mengatasi Kesenjangan Proyek IKN Berhasil Tarik Minat Investasi Denmark. sosis champ Garnacho Pendek 6 Miliar Hadiah Gratis Ethan Lucifer https://t.co/FbZsHPFu6q;in;purplejjiin
Mon May 13 23:28:11 +0000 2024;;Trotoar Untuk Pejalan Kaki Di IKN Dilengkapi Jalur Sepeda Tanaman Hijau Dan Ramah Disabilitas. Liverpool sosis champ 6 Miliar Hadiah Gratis PO Bus Pendek https://t.co/sjjs8wFmJw;in;alapyyuuu
Mon May 13 23:24:37 +0000 2024;;@kumparan Hehe.... Hebat dong. Kalo pemindahan IKN ini berhasil akan jadi contoh dunia. Kalo gagal.... Yo udah banyak yg kaga berhasil. Paling hanya meninggalkan warisan hutang sama anak cucu........ Sad .... Makanya mari berdoa aja supaya berhasil.......;in;komaria_cocom
Mon May 13 23:24:07 +0000 2024;;Menembus Terowongan Multi Utilitas IKN Rapi Dan Dilapisi Epoksi. sosis champ 6 Miliar Hadiah Gratis PO Bus Pendek Dilan Lucifer https://t.co/u9pqXUSBvZ;in;youngFourest
Mon May 13 23:24:00 +0000 2024;;Presiden Berkantor Di IKN Juli 2024 Smart Defense System Diterapkan. sosis champ 6 Miliar Hadiah Gratis PO Bus Dilan Xavi https://t.co/Do7vDeeKrP;in;Tofik545176
Mon May 13 23:23:20 +0000 2024;;@Anggita_lung Dukung pembangunan IKN;in;kemalkecebur
Mon May 13 23:21:39 +0000 2024;;Pembangunan IKN Dan Visi Masa Depan Bangsa Dalam Model Dan Paradigma Komunikasi Pembangunan. sosis champ 6 Miliar Hadiah Gratis Garnacho Xavi PO Bus Dilan https://t.co/tO8U3vXe4R;in;FudJar57505
Mon May 13 23:21:13 +0000 2024;;@Muslim_AntiPKI9 @democrazymedia IKN buat ahok dan aseng.;in;achmad_kusnanto
Mon May 13 23:20:52 +0000 2024;;@democrazymedia Warga China akan dinaturalisasi menjadi warga IKN;in;SbywibowoMega
Mon May 13 23:19:40 +0000 2024;;Proses pembangunan Ibu Kota Nusantara (IKN) ternyata membuat tiket penerbangan dari berbagai daerah menuju Balikpapan semakin mahal. https://t.co/Okxxvq3M5X;in;BiawakGoreeng
Mon May 13 23:19:21 +0000 2024;;IKN sebagai kebanggan bangsa menuju Indonesia emas #IKN #IKNNusantara #InvestasiIKN #IKNMajukanIndonesia #ekonomi #prayforsumbar dilan erdogan pendek Garnacho publik makassar sulsel https://t.co/58BQawmhxz;in;AngingMamiri26
Mon May 13 23:18:48 +0000 2024;;@democrazymedia Lah kocak ini si nganu..IKN Sono bikin bukan nya di tempati;in;ProTunaa
Mon May 13 23:18:08 +0000 2024;;@Mdy_Asmara1701 Cuma bingung aja kalau buat kebutuhan dasar rakyat perhitungan banget tapi kalau buat investor untuk IKN bisa sampai rarusan tahun dan pajaknya bisa 'bebas' sampai puluhan tahun. Jadi mikir sebenarnya negara didirikan buat siapa??? mohon p;in;ChatibNazifah
Mon May 13 23:18:06 +0000 2024;;Ada dugaan bhw Pantai Indah Kapuk / PIK tsb ke depannya menjadi Singapura di Indonesia yg Terkait IKN ke Kalimantan. Waspada dan Stoplah aset gedung kantor dll yg di DKI Jakarta di jual pd pihak ke 3 atau pd oligarki Aseng Asing aroma komunis. Mencegah lbh baik drpd di tindas! https://t.co/hvlsju1Lqi;in;kresnadi
Mon May 13 23:18:06 +0000 2024;;IKN sebagai kebanggan bangsa menuju Indonesia emas #IKN #IKNNusantara #InvestasiIKN #IKNMajukanIndonesia #ekonomi #prayforsumbar dilan erdogan pendek Garnacho publik sumbar padang https://t.co/ARyzyPvnD3;in;detikfinance
Mon May 13 23:14:09 +0000 2024;;IKN sebagai kebanggan bangsa menuju Indonesia emas #IKN #IKNNusantara #InvestasiIKN #IKNMajukanIndonesia #ekonomi #prayforsumbar dilan erdogan pendek Garnacho publik palu sulteng https://t.co/8Rs2USc7Hs;in;Mitadwiku
Mon May 13 23:14:07 +0000 2024;;@geloraco Btw wowo mulai ogahogahan tu pindah k IKN belum lgi program makan siang gratis yg gak ada pos anggarannya. Kyknya IKN bakal jadi program yg kena potong anggaran wkwkwkk;in;edots888
Mon May 13 23:13:46 +0000 2024;;IKN sebagai kebanggan bangsa menuju Indonesia emas #IKN #IKNNusantara #InvestasiIKN #IKNMajukanIndonesia #ekonomi #prayforsumbar dilan erdogan pendek Garnacho publik jatim surabaya https://t.co/RJfDio8xP8;in;Najazi731
Mon May 13 23:13:12 +0000 2024;;@geloraco Brapa belas bandara trun drajat apa yg mau dibanggain bandara di ikn?;in;ForRezim
Mon May 13 23:12:43 +0000 2024;;@geloraco jadi IKN sebenernya ibukota negara atau bukan?? kok rakyat ga bs pake fasilitas;in;vernandouda
Mon May 13 23:11:16 +0000 2024;;Yes! Dukung peningkatan di bidang teknologi dan strategi pertahanan cerdas untuk menunjang rencana induk sistem pertahanan IKN Nusantara. Presiden berkantor di IKN Juli 2024 Smart Defense System diterapkan. __ Liverpool PS 2 Arsenal PO Bus 6 Milyar Hadiah Gratis Cileunyi https://t.co/CoaxFUFLRH;in;Beren009988197
Mon May 13 23:10:52 +0000 2024;;@democrazymedia Coba usulkan buat undang undang agar semua mantan presiden + wapres dan semua mantan menteri agar wajib tinggal di IKN . Sebagai penghormatan dapat di mulai pada rezim yang akan berakhir ini;in;mikcucu22
Mon May 13 23:09:28 +0000 2024;;Anggota Majelis Nasional Korsel Sebut IKN seperti Memindahkan Seoul ke Sejeong https://t.co/6ufMQnpdBA;in;Aelya1870183265
Mon May 13 23:06:15 +0000 2024;;IKN NUSANTARA🇮🇩 Tol Balikpapan-Samarinda secara keseluruhan progres pembangunan telah mencapai 81% dan diharapkan dapat digunakan secara fungsional sebelum pelaksanaan upacara 17 Agustus 2024 di IKN Nusantara. _ Liverpool PS 2 Arsenal PO Bus 6 Milyar Hadiah Gratis Cileunyi https://t.co/E4pKuvk1UP;in;derafa74
Mon May 13 23:03:42 +0000 2024;;Awalnyasih mau positif memandang IKN ini tapi makin baca berita kok makin the real mau bangun istana . Siapapun coba kasih inputan positif ke saya untuk IKN ini;in;Ovanflo
Mon May 13 23:03:37 +0000 2024;;Pelaksanaan ritual adat dua suku Kalimantan ini berlangsung selama dua hari dimulai Sabtu ditutup Minggu (12/5). Ritual tradisi masyarakat untuk meminta izin kepada leluhur sebelum mendirikan kampung atau bangunan di tanah mereka adalah IKN sebagai ibu kota baru Indonesia .;in;Tatarori80
Mon May 13 23:03:04 +0000 2024;;OIKN memfasilitasi 12 lembaga dan masyarakat adat dalam penyelenggaraan Ritual Adat Dayak dan Paser sebagai bentuk restu leluhur untuk pembangunan IKN di Kalimantan agar lancar dan aman. Liverpool PS 2 Arsenal PO Bus 6 Milyar Hadiah Gratis Cileunyi https://t.co/wbNXb9LFyH;in;malioboro88
Mon May 13 23:02:37 +0000 2024;;@Muslim_AntiPKI9 @democrazymedia Harusnya mau itu jokowi tiinggal di IKN;in;MSNindonesia
Mon May 13 23:00:21 +0000 2024;;Menuju Sepaku dan masuk ke IKN Nusantara yang membutuhkan waktu kira-kira 1 jam 30 menit. Tol IKN sepanjang 27 km dari Kariangau sampai ke Jembatan Pulau Balang. Akan di manfaatkan pada 17 Agustus 2024 sebanyak 3 lajur kata Basuki dalam keterangan resminya Senin 13 Mei.;in;Tatarori80
Mon May 13 22:58:42 +0000 2024;;Menteri PUPR Basuki mengatakan Tol Akses IKN akan terhubung dengan Jalan Tol Balsam tepatnya di KM 8-Kariangau. Dengan demikian nantinya pengguna jalan tidak perlu melewati Tol Balsam hingga KM 33. Liverpool PS 2 Arsenal PO Bus 6 Milyar Hadiah Gratis Cileunyi https://t.co/7csqGEu8QM;in;Zuhaidahilmia
Mon May 13 22:58:13 +0000 2024;;@KarinaNadila18 Ada dugaan bhw Pantai Indah Kapuk / PIK tsb ke depannya menjadi Singapura di Indonesia yg Terkait IKN ke Kalimantan. Waspada dan Stoplah aset gedung kantor dll yg di DKI Jakarta di jual pd pihak ke 3 atau pd oligarki Aseng Asing aroma komu;in;Anggita_lung
Mon May 13 22:58:12 +0000 2024;;ikn kontol;in;Anggita_lung
Mon May 13 22:58:08 +0000 2024;;@maibrat2104 Xfhm.. dia beli ke ap ikn ni smpai 10k;in;Imamsan98674902
Mon May 13 22:58:04 +0000 2024;;@DokterTifa IKN bakal.jadi Hambalang ke 2 sepertinya... Dah dibangun Gak dipakai...;in;Anggita_lung
Mon May 13 22:58:03 +0000 2024;;1st Winner ️ Bu Sherly: rezekinya taun ini ga ke Ikn nu rejekinya ke Jkt Ya Allah aamiin aamiin https://t.co/gksFsRtpMP;in;Anggita_lung
Mon May 13 22:57:45 +0000 2024;;@JosiTama27213 @jokowi Lupa Sama Janjinya menjadikan Poros Maritim Dunia Ehhhhh... malah IKN.;in;ForRezim
Mon May 13 22:53:45 +0000 2024;;IKN bakal Punya Memorial Park Ada Patung Sukarno-Hatta dan Api Abadi https://t.co/h4HuYEQDoM;in;yourforger
Mon May 13 22:46:45 +0000 2024;;kota CERDAS @AboutCirebonID @puyitakoyaki @seputarcirebon. NI BAJINGAN TOLOL semua INTRUMEN PJ PERAS RAKYAT BAYAR UTANG/IKN Kudunè kelola SDA yg ada MAKMURKAN RAKYAT dikit² naikkañ PAJAK @KemenkeuRI ra kreatif blas. الـــلـــه boten SARE DUNIA TAHU @CIJ_ICJ Oyii jok @jokowi ?;in;NatasyaAina
Mon May 13 22:44:39 +0000 2024;;Padahal rakyat kebanyakan sangat senang sekali Kalaw semua oknum pejabat yg korup pindah ke IKN selamanya IKN ibarat ibu tiri negara ;in;Chaca_Relawan
Mon May 13 22:37:28 +0000 2024;;@DokterTifa Ikn kan investor terbesarnya aseng.mungkin buat menampung eksodus dari sana;in;inu__nuu
Mon May 13 22:33:43 +0000 2024;;Kantin di IKN Memperoleh Bantuan APD dan Pelabelan Laik Higiene https://t.co/FqCCgukKTs;in;Mardini444222
Mon May 13 22:23:41 +0000 2024;;Selasa Indonesia 14 Mei #DemiIndonesia Indonesia Emas 2045 IKN Nol KM BUMN Jakarta 2024 Reformasi Belum Selesai SHP PIN Merah Putih #stamps #PostOffice #philately #art #eBay 1 M Reformasi 09.09.99:09 Asembagus 68373 Situbondo Tapal Kuda Jawa Timur Dubai Raja Ampat Gen X Y Z https://t.co/goVr3OmkgI;in;detikTravel
Mon May 13 22:23:33 +0000 2024;;Rugi bgt in klo g serumah aj;in;DidyCare
Mon May 13 22:23:29 +0000 2024;;@geloraco Gpp rakyat bahagia kok menyumbangkan pajaknya u foya-foya IKN yg ga penting Rakyat cukup kasi joget uang 50rb sembako n makan siang aj 5 tahun sekali;in;ChandraBisri
Mon May 13 22:16:13 +0000 2024;;@DokterTifa IKN ITU MILIK CINA DAN AKAN JADI IBUKOTA NEGARA CINA;in;wongkitogalo197
Mon May 13 22:15:32 +0000 2024;;@t96489 Ajokun waru xela ikn ynba ;in;IDNTimesKaltim
Mon May 13 22:12:40 +0000 2024;;Prabowo Tegaskan Komitmennya Lanjutkan Pembangunan IKN https://t.co/zPN7p41Yl5;in;wongkhojin
Mon May 13 22:12:20 +0000 2024;;Telan Dana Rp4 2 Triliun Bandara VVIP IKN Hanya untuk Melayani Tamu Penting Negara Rakyat Tak Bisa. Sementara rakyat dibebankan Pajak dll untuk menyokong keuangan negara. Jadi gak masuk nurul.... ok gas ok gas Tamu penting negara = WNA qq chino ;in;ikn0wuu
Mon May 13 21:55:26 +0000 2024;;@Jayabay19479190 baguslah buat temani @gibran_tweet kalau jd yg pertama berkantor di IKN @jokowi @BudiGSadikin @KSPgoid @FaldoMaldini @datuakrajoangek https://t.co/dhjCNVb7GF;in;sharbiq
Mon May 13 21:47:19 +0000 2024;;IKN ini kayanya jadi kota yang idenya mengucur deras brutal dan awur-awuran kerennya soalnya pede dengan rancangan yang dibawa dan harapannya bisa gaet investor dari semua penjuru. kalau beneran kelaksana sih oke banget nih gw rada menaruh harapan untuk bisa tinggal disana.;in;Bodewin2
Mon May 13 21:35:12 +0000 2024;;@democrazymedia Ikn blm selesai .. 2045 baru 100 % Asn dan bbrp kementrian secara bertahab pindah ke ikn mulai juli 2024..;in;KubromSami56889
Mon May 13 21:31:37 +0000 2024;;Presiden terpilih Pak @Prabowo kembali menegaskan sikap dan komitmennya dalam mendukung &amp;in;redaksijakarta2
Mon May 13 21:30:15 +0000 2024;;@democrazymedia Ikn buat pangkalan militer china;in;yudhibaswara
Mon May 13 21:25:57 +0000 2024;;@DokterTifa IKN buat pajangan aja.;in;Judakusumah1
Mon May 13 21:24:24 +0000 2024;;Negara tipis dompet tapi bikin IKN. giliran mau bantu dlm kemanusiaan kyk buat rakyat Rohingya atau cem rakyat ndiri yg terkena bencana alam atau kasus masif terstruktur (Kanjuruhan dsb.) sok²an bilang APBN terlalu digelontorkan banyak. Ketahuan lagi pada pesta korup;in;vaylir
Mon May 13 21:20:42 +0000 2024;;@Subhan_oke02 @prabowo @gibran_tweet Ikn proyek mangkrak dan bakal jadi kota hantu yg tak berpenghuni. ;in;nalarto
Mon May 13 21:15:42 +0000 2024;;Presiden Jokowi Ngantor di IKN Mulai Juli 2024 Smart Defense System Diterapkan | #IKN #Jokowi #SmartsDefenseSyatem https://t.co/a3Itq3F7Ij;in;kompascom
Mon May 13 21:09:09 +0000 2024;;Dukun mana nih? Saya punya beberapa calon tumbal IKN;in;umar_tampan
Mon May 13 21:03:31 +0000 2024;;@duniabulat5 @T0M5helby Jangan ngeremehin delta spa bro mrk punya management bagus mereka menerapkan standar ISO loh ntar dia jg buka di ikn;in;SumediTanjung
Mon May 13 20:52:08 +0000 2024;;@mei2chanjp @0tk0il Gk sekalian aja IKN juga ngerusak alam;in;stayelectrifyin
Mon May 13 20:46:19 +0000 2024;;42 Peserta Ikuti Seleksi Paskibraka Istana Negara IKN Nusantara #nkrihargamati #tnikuatrakyatbermartabat #tni_angkatan_darat #kodam_mlw #tniprima #profesional #responsif #integratif #modern #adaptif #tniadmengabdidanmembangunbersamarakyat #tentararakyat #infokomando #tniad https://t.co/iF8FFF4W4R;in;WeiXiao10478956
Mon May 13 20:40:00 +0000 2024;;@AgusYudhoyono Mantap pak..salam sama pak jokowi sampaikan utk mengatasi masalah banjir diseluruh indonesia seperti janjinya dulu bahwa mudah saja klu jadi presiden.jgn cm IKN saja yg diurus ;in;kompascom
Mon May 13 20:35:14 +0000 2024;;Anggota Majelis Nasional Korsel Sebut IKN seperti Memindahkan Seoul ke Sejeong #newsupdate #update #news #text https://t.co/lvMEH9SNQO;in;erlanaaye
Mon May 13 20:34:30 +0000 2024;;rumah menteri di ikn harga 14 milyar itu mending buat beli cold storage;in;Chameleon_x2
Mon May 13 19:59:57 +0000 2024;;@pikiran_rakyat Kalimantan itu dijual oleh sikacung pada singapura&amp;in;20Lanata
Mon May 13 19:51:46 +0000 2024;;@ARSIPAJA Demi ikn warga (buruh misuh misuh) dkj sekitarnya cukup bayarin aja;in;korem091asn
Mon May 13 19:46:54 +0000 2024;;Makan tu presiden program keberlanjutan. MAKAN TU IKN. Dipotong semua subsidi lu kan. Ibarat ni negara lagi bokek gaya gayaan bikin rumah mewah. Lu potong semua kebutuhan primer demi kebutuhan tersier. Bensin udah kesehatan udah pendidikan udah apalagi? KOCYAG NEGARA INI~ https://t.co/jmHKmulWug;in;maspar76
Mon May 13 19:39:09 +0000 2024;;@democrazymedia Lahh IKN emank ga guna koq. Yang pengen bikin siapaaa.... Yang dipaksa bayar siapa.... ;in;kumparan
Mon May 13 19:38:03 +0000 2024;;@jogmfs aku yg 148 apa dong?;in;mirijski
Mon May 13 19:16:56 +0000 2024;;@democrazymedia IKN untuk setan.;in;DenyNurdin3
Mon May 13 19:13:06 +0000 2024;;buka warkop/burjo di IKN kira2 laku ga ya kepikiran usaha disana;in;oramood
Mon May 13 19:11:55 +0000 2024;;Memang sangat aneh seandainya berita diundangnya petani RRC ke IKN bukan Hoax. Jangan semena-mena deh karena punya kekuasaan dan didukung oleh legislatif &amp;in;bumpieeee
Mon May 13 18:53:36 +0000 2024;;diferensiasi harga teh talua ikn vs jogja = 250%;in;DenyNurdin3
Mon May 13 17:24:39 +0000 2024;;jadinya sama anak ikn cuaq;in;ikn0wu_
Mon May 13 17:21:30 +0000 2024;;@DokterTifa Parpol cuma FPKS dan F Demokrat yg sewktu dirancang menolak atau kurang sependpt Fraksi lainnya mendukung mgpa skrg pd ogah2han mudik ke IKN..kan UU IKN dibahas bersama..jgn lah gitu.. Integritas hrs dikedepankan..;in;Ruslinkan
Mon May 13 17:15:21 +0000 2024;;@gilang_ahm31272 Yg muji2 IKN segera kirim kesana suruh pilih tmp mumpung msh luas ..;in;coitusbrutal
Mon May 13 17:14:06 +0000 2024;;aduh liat zya intern di ikn seru banget apa gw apply ya semester depan;in;nusanjaya01
Mon May 13 17:12:20 +0000 2024;;@democrazymedia IKN Smart City utk apa/siapa? Coba tanya Klaus Schwab dan Jin Pink. https://t.co/5dQwWHBqUz;in;namakuahmed
Mon May 13 17:11:30 +0000 2024;;@jinglestars jual rumah ikn lu bisa dapet satu truk itu;in;nawwzah
Mon May 13 17:03:34 +0000 2024;;@jinglestars ntar kalo ga sibuk lagi bakal gue tagih sih lagi bm muji muji lu nih soalnya biar dapet 1 rumah di ikn;in;AbdulMalikSPdM1
Mon May 13 17:03:03 +0000 2024;;IKN dibangun buat pemerataan katanya. Emang bener sih buat pemerataan. Pemerataan orkay² maksudnya. Rakyat jelata mah ga termasuk pemerataaan;in;nusanjaya01
Mon May 13 17:02:05 +0000 2024;;@democrazymedia Ikn kan cuma untuk gaya-gayaan doang ;in;misstherage10
Mon May 13 16:54:20 +0000 2024;;@tanyakanrl Buset serem amat. Jadi kepikiran nanti kalo ikn dah jadi trus cewe cantik jadi simpenan ternyata kuyang;in;SumandoGaek
Mon May 13 16:47:47 +0000 2024;;sama halnya kayak tech winter yang lama lama jadi ice age ini. harusnya negara bisa lah ngehire programmer yang nganggur buat at least benerin itu aplikasi kontol bernama m-paspor sama web pajak yang jelek itu tapi yaaa mana mau kan mending duitnya buat bangun IKN~;in;babowin
Mon May 13 16:45:58 +0000 2024;; yus yangku kok ngilang 3minggu ki nyapo yo po lagi sibuk ya kui wes nduwe liyane lol. sibuk 3minggu i po ngewangi gawe taksi terbang neng ikn ;in;babowin
Mon May 13 16:44:22 +0000 2024;;@liaasister masalahnya kenapa perlu diubah? tekor/kurang duit? bukanya duit banyak bisa bangun IKN yg pejabatnya aja ogah pindah kesana? aneh bener. sip lah lanjutkan;in;vanfannyv
Mon May 13 16:38:56 +0000 2024;;@dipsyid @sen69ama apa aku perlu jdi IKN biar kmu bangun;in;LukmanH91748083
Mon May 13 16:38:45 +0000 2024;;KOMITMEN PRABOWO UNTUK LANJUTKAN PEMBANGUNAN IKN Presiden RI terpilih periode 2024-2029 Prabowo Subianto kembali menegaskan dukungan serta komitmennya untuk melanjutkan kebijakan pembangunan Ibu Kota Nusantara (IKN) yang digagas oleh Presiden Joko Widodo (Jokowi). Hal https://t.co/ggmY77Avoq;in;claramnaf
Mon May 13 16:36:01 +0000 2024;;@geloraco PEMERATAAN PEMBANGUNAN ? ini sama dengan bangun PIK buat pemerataan pembangunan. Kagak.. bangun PIK buat mereka yg mampu.. sama kayak IKN. Yang miskin minggiiiiiirrr;in;acengcipinang
Mon May 13 16:34:35 +0000 2024;;Fasilitas Rumah Singgah di Balikpapan Minim sebagai Beranda IKN https://t.co/dmT46A67d0;in;yustikaputrir
Mon May 13 16:34:11 +0000 2024;;happy bgt todaay.. bnr2 ngerasain vibes ldr sebelum ikn menyerang️️️️️️;in;apriy_no1
Mon May 13 16:25:25 +0000 2024;;Sambil oleng latah soalan IKN yg Internal Keluwarga Nepotism apayah ??!!? ..mabok.. mabok delokh !! hikk.. ‍‍;in;plumbinq
Mon May 13 16:23:36 +0000 2024;;Jadi sebenernya IKN dibangun untuk apa sih? Rumah pejabat mevvah PNS single dipepetin 3orang/unit Bandara cuma untuk VVIP bukan untuk rakyat;in;bengkeldodo
Mon May 13 16:21:26 +0000 2024;;Mari Melihat-lihat IKN Melalui Platform Dunia Virtual Pertama Di Indonesia - #IKN #KitaIndonesia #KalimantanTimur #IbuKotaNusantara #KaltimKekinian #KaltimHits https://t.co/tSDfIBD6sl;in;Sigitsatrio
Mon May 13 16:18:08 +0000 2024;;@jokowi Bangun infrastruktur jalan ikn kereta cepat dan bandara dengan modal utang semua orang juga bisa tanpa memikirkan dampak ekonomi menengah dan kecil;in;IDNTimesKaltim
Mon May 13 16:13:10 +0000 2024;;Mari Melihat-lihat IKN Melalui Platform Dunia Virtual Pertama Di Indonesia - #IbuKotaNusantara #IKN #KitaIndonesia #KalimantanTimur #KaltimKekinian #KaltimHits https://t.co/Lpayw7HKCF;in;caicanis
Mon May 13 16:12:42 +0000 2024;;@lynxluna Udah expected sih terutama gegara defisit masa covid+ikn (yang ini before and after covid). Btw meski udah tahu kalau masalah intensifikasi dan ekstensifikasi perpajakan ini sebenarnya udah jadi concern orang djp tetap susah untuk gak ngerasa di;in;Azhi21Pagar
Mon May 13 16:11:59 +0000 2024;; kasian deh bayarin dana pembangunan tapi gak bisa nginjek IKN;in;ekyology
Mon May 13 16:10:37 +0000 2024;;Interview pertama Pak Prabowo setelah memenangkan pemilu bersama media asing Al-Jazeera English. Berbicara terkait perjalanan kampanye politik program makan siang gratis situasi demokrasi konflik Papua (terlihat emosi) kebijakan IKN foreign influence dll.;in;MintraRudie
Mon May 13 16:09:43 +0000 2024;;Jokowi Pensiun ke Solo Prabowo Ngantor di Jakarta Pegiat Medos: Lalu IKN Untuk Siapa? https://t.co/qOz2QtLYlm;in;JosiTama27213
Mon May 13 16:09:26 +0000 2024;;@liaasister Gpp yg penting kereta cepat + ikn Oke gas pokok e;in;Tlin10373556741
Mon May 13 16:08:17 +0000 2024;;@DokterTifa Ikn di buat kota para cukong2;in;Cuiciaotsao
Mon May 13 16:08:07 +0000 2024;;Masa? Harus maulah kan sdh dibuatkan istana. DPR harus pindah kan kalian yg setuju2 saja dgn IKN. #emangenak ;in;veloursdefilles
Mon May 13 16:07:59 +0000 2024;;@democrazymedia IKN itu akan jd kandang babi sipit;in;deviharahap__
Mon May 13 16:04:46 +0000 2024;;@geloraco IKN udah kayak Forbidden City pada zaman Kekaisaran China rakyat jelata cuma bisa nonton bangunannya aja;in;RepelitaO
Mon May 13 15:59:01 +0000 2024;;@cathebeIle Siapa yang mabar epep sih??? Kerja ga tidur seminggu itu apa bener bisa beli rumah di IKN?;in;GabriellGany
Mon May 13 15:58:14 +0000 2024;;@democrazymedia @gibran_tweet saja yg ke IKN. Di sana pasti ada got mampet yg belum tersentuh lumayan gorong² itu bisa jadi modal nyapres. Pengalaman adl guru terbaik. https://t.co/K8GSMF0Sa0;in;Samidi00798371
Mon May 13 15:57:31 +0000 2024;;@geloraco Baiiik. Hanya rakyat biasa yg bayar pajak biar bisa bikin IKN serta isi ya ;in;Junijuni598255
Mon May 13 15:56:12 +0000 2024;;Ah korea korea ini sok keras. Ditunjuk ketum ke IKN langsung engge https://t.co/BKKJGZ3RP8;in;FooLitik
Mon May 13 15:55:48 +0000 2024;;@tanyakanrl jadi kuyang doang tapi ga berani tolak IKN wuuuu;in;KumJayNdut
Mon May 13 15:54:29 +0000 2024;;@raha987654321 @kemenhub151 @BatikAirID Ga ada duitnya. Lagi diabisin buat KA Cepat Bansos Pemilu dan IKN;in;ibrammam
Mon May 13 15:49:40 +0000 2024;;@geloraco Bandara IKN dibangun dg dana Rp. 4 2 Triliun &amp;in;totosuhendra273
Mon May 13 15:47:28 +0000 2024;;Pernah survei di wilayah yg termasuk penyangga ikn dan kebetulan kelurahannya ini direncanakan untuk dibuat bandara. Respon dari warganya apa? yak mrk ga setuju krn sebagian besar dari mrk itu petani dan ladangnya ada di sekitaran rumah mrk juga kalo mrk kena gusur potensi pasar;in;luvalie
Mon May 13 15:46:35 +0000 2024;;Ini serius? Demi IKN negara nyari uang sampe segitunya? Semakin matre aja gila.;in;Tan_Mar3M
Mon May 13 15:42:58 +0000 2024;;Asal kalian tau tiket samarinda-jakarta dah tembus 2 juta. Bujur2 lah ini ikn yaAllah pulangkan aku ke pulau jawa;in;yurmasofat
Mon May 13 15:41:27 +0000 2024;;@geloraco wow... amazing...luar biasaaa...pantesan wakil rakyat di dpr..ogah2an pindah ke IKN...ngga sabar nih liet para TOXIC pindah ke IKN;in;ethadisaputra
